"targetName","comparatorName","outcomeName","db","logRr","seLogRr","rr","ci95lb","ci95ub"
"Nortriptyline","Psychotherapy","Hyponatremia","CCAE",0.463872523029395,0.444966537052315,1.59022024105973,0.64988764563433,3.71835360119144
"Mirtazapine","Paroxetine","Hyponatremia","CCAE",0.225225731582822,0.281893806085881,1.25260543688909,0.726212715040443,2.19260668607946
"Mirtazapine","Doxepin","Hyponatremia","CCAE",0.495850666636685,0.325252523075462,1.64189434990482,0.968465045961158,3.46573099073356
"Psychotherapy","Paroxetine","Hyponatremia","CCAE",-0.0722196189773713,0.398683309779142,0.930326556006726,0.424922674381076,2.02782093922828
"Trazodone","Fluoxetine","Hyponatremia","CCAE",-0.165294827113986,0.126786014958749,0.847643758881295,0.665683200119692,1.09422970396149
"Doxepin","Bupropion","Hyponatremia","CCAE",-0.178706453769235,0.297522838127818,0.836351371159217,0.518395927274002,1.66404619645058
"Sertraline","Desvenlafaxine","Hyponatremia","CCAE",0.0700435441535432,0.125872149155894,1.07255488373194,0.839759268401005,1.37543458713143
"Doxepin","Amitriptyline","Hyponatremia","CCAE",-0.287398248935018,0.290657042139373,0.750212897848851,0.454481717504924,1.42014229907247
"Bupropion","Fluoxetine","Hyponatremia","CCAE",-0.45507382284019,0.114943012852965,0.63440113292605,0.508444880003725,0.797853617021253
"Amitriptyline","Mirtazapine","Hyponatremia","CCAE",-0.0807423717701702,0.19812046902958,0.922431305179584,0.637689949052454,1.38640612976545
"vilazodone","Desvenlafaxine","Hyponatremia","CCAE",-0.290164096919711,0.21916481639,0.748140789905988,0.486805061749415,1.14937552562355
"vilazodone","Sertraline","Hyponatremia","CCAE",-0.328946483818766,0.196082899860997,0.719681530323724,0.489149437021467,1.05500299354962
"Amitriptyline","Sertraline","Hyponatremia","CCAE",0.423552019345074,0.411016308637489,1.52737720505841,0.69923888140467,3.50220046841885
"Trazodone","Sertraline","Hyponatremia","CCAE",0.166780492065218,0.116677276427819,1.18149488933875,0.945447993522236,1.49372070176183
"Mirtazapine","duloxetine","Hyponatremia","CCAE",0.281351919946,0.203428286922673,1.32491978760089,0.913602536712612,2.02802937053799
"Doxepin","Sertraline","Hyponatremia","CCAE",-0.0872739619556363,0.248883776021222,0.916425995380874,0.611580098489097,1.6223847409581
"Sertraline","Escitalopram","Hyponatremia","CCAE",-0.187474182946299,0.105410052270025,0.829050521545949,0.675866245638674,1.02167121043487
"Sertraline","Citalopram","Hyponatremia","CCAE",0.0156358543601108,0.0822963339124732,1.01575873393793,0.864201031867726,1.19320843109477
"Amitriptyline","Desvenlafaxine","Hyponatremia","CCAE",0.343225516841593,0.257519042706046,1.40948658905125,0.861967455204192,2.36533186143483
"Amitriptyline","duloxetine","Hyponatremia","CCAE",0.300817763347453,0.191519264888889,1.35096312410632,0.942919358347284,1.99764144463348
"Nortriptyline","Citalopram","Hyponatremia","CCAE",-0.0977208864250838,0.231444051575662,0.906901997089891,0.587782834165592,1.45622326897656
"Electroconvulsive therapy","Citalopram","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"venlafaxine","Nortriptyline","Hyponatremia","CCAE",0.021531559582159,0.201477722354983,1.02176503630616,0.701815836324492,1.54603549355067
"vilazodone","Paroxetine","Hyponatremia","CCAE",0.101113051538204,0.451949718972139,1.10640171510919,0.45626015353043,2.68295345720476
"Trazodone","Nortriptyline","Hyponatremia","CCAE",0.147678910683731,0.227755831961475,1.15914064892541,0.749304198264418,1.82974427584724
"Fluoxetine","Citalopram","Hyponatremia","CCAE",0.222588052346095,0.0848219367877636,1.24930581911609,1.05935695682038,1.47721411905836
"Nortriptyline","Desvenlafaxine","Hyponatremia","CCAE",0.0568892870481878,0.296765278887911,1.0585386099737,0.607215699003141,1.94337726634605
"Electroconvulsive therapy","Escitalopram","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"Trazodone","Escitalopram","Hyponatremia","CCAE",0.102023524212802,0.143326427192271,1.10740952235878,0.840659354030695,1.47441384985216
"Nortriptyline","venlafaxine","Hyponatremia","CCAE",-0.0147533600893353,0.20340588625707,0.985354937489098,0.669674728801369,1.48642403477075
"Escitalopram","Nortriptyline","Hyponatremia","CCAE",0.0833964406829362,0.272595621603166,1.08697264331943,0.656719685398475,1.91182291254708
"duloxetine","Fluoxetine","Hyponatremia","CCAE",-0.277435382275727,0.114230992027281,0.757724525455549,0.610511840369342,0.9553473087877
"Trazodone","Mirtazapine","Hyponatremia","CCAE",-0.127204552423653,0.114523940542939,0.880553534814272,0.706520590384274,1.10685500452381
"Amitriptyline","Doxepin","Hyponatremia","CCAE",0.276761292494289,0.312887325454451,1.31885151370181,0.764473033820356,2.60628868865378
"Nortriptyline","Doxepin","Hyponatremia","CCAE",-0.0381529053661637,0.26589795566065,0.962565748170027,0.576849187459232,1.63579089157103
"Mirtazapine","Bupropion","Hyponatremia","CCAE",0.311159897473627,0.192754247257163,1.36500746498251,0.951398169610009,2.02538568895773
"vilazodone","Trazodone","Hyponatremia","CCAE",-0.568300169229091,0.227045889602535,0.566487553726671,0.364591127930732,0.887829802845387
"Escitalopram","Trazodone","Hyponatremia","CCAE",-0.101458504849568,0.143756133135508,0.903518670207509,0.682770034523689,1.19951404444359
"Doxepin","Paroxetine","Hyponatremia","CCAE",0.0647689837917003,0.381411803793208,1.06691252182687,0.515359621255911,2.29840744782129
"Citalopram","Psychotherapy","Hyponatremia","CCAE",0.582715713194854,0.333344995061779,1.79089539095339,0.95053060989653,3.5111845385551
"Citalopram","venlafaxine","Hyponatremia","CCAE",-0.0788076918674729,0.0965080936205253,0.924217641925048,0.76765666969489,1.12063118540941
"duloxetine","Bupropion","Hyponatremia","CCAE",0.248948274410932,0.286491867935098,1.28267568419851,0.739058716384988,2.27197518494237
"Desvenlafaxine","Doxepin","Hyponatremia","CCAE",0.248612705578764,0.360020121769341,1.28224533042781,0.670922087239067,2.75151228296423
"venlafaxine","Desvenlafaxine","Hyponatremia","CCAE",0.0304240776714475,0.127830800755554,1.03089161938534,0.800613918233882,1.32142550690923
"Desvenlafaxine","Escitalopram","Hyponatremia","CCAE",-0.116139714687377,0.129016219220667,0.890350819520752,0.694247361301642,1.15120282735612
"Sertraline","duloxetine","Hyponatremia","CCAE",0.0327259548978863,0.0917724607691917,1.03326733858489,0.852372712559316,1.22141502599984
"Citalopram","Nortriptyline","Hyponatremia","CCAE",0.103360522303544,0.242602009040567,1.10889111699975,0.704225586945009,1.82271265722467
"Bupropion","Citalopram","Hyponatremia","CCAE",-0.187723442544577,0.0993949440862165,0.828843898498455,0.68508483602358,1.01147374534523
"Electroconvulsive therapy","Doxepin","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"Fluoxetine","vilazodone","Hyponatremia","CCAE",0.594853792371161,0.204888204912533,1.81276588538202,1.22701595142321,2.73938151634946
"Mirtazapine","Trazodone","Hyponatremia","CCAE",0.126051565048902,0.113853156578035,1.13434065910653,0.913695424039268,1.42766204919705
"venlafaxine","Sertraline","Hyponatremia","CCAE",0.082863723707444,0.112969163469895,1.08639374874761,0.873195307805624,1.35966039043138
"Bupropion","vilazodone","Hyponatremia","CCAE",0.157455877403708,0.238573128428407,1.17052911005891,0.734662687422107,1.87169729765653
"Escitalopram","Bupropion","Hyponatremia","CCAE",0.234983917902688,0.102509697816223,1.26488842651056,1.04072469818109,1.55542361107425
"Sertraline","Trazodone","Hyponatremia","CCAE",-0.166832065710196,0.115862547558497,0.846341729200848,0.677998347109007,1.06775937602541
"Escitalopram","Electroconvulsive therapy","Hyponatremia","CCAE",-0.678117552406985,0.626518447956125,0.50757157049321,0.161123894917204,1.87822186164245
"Desvenlafaxine","Paroxetine","Hyponatremia","CCAE",-0.150534014459938,0.236163460319053,0.860248468622688,0.541503423043589,1.36661634308115
"Amitriptyline","Electroconvulsive therapy","Hyponatremia","CCAE",-0.360188769166391,0.814074891826184,0.697544638722195,0.130219473747922,3.16635455961637
"Bupropion","Nortriptyline","Hyponatremia","CCAE",-0.00827863319056384,0.243621078736093,0.991755540324833,0.621855192811043,1.61595975881012
"Mirtazapine","Sertraline","Hyponatremia","CCAE",0.228100016070102,0.160619139617629,1.25621096043296,0.938064958582968,1.76064351827215
"Paroxetine","Sertraline","Hyponatremia","CCAE",-0.00735815454736995,0.23674085789808,0.992668850395692,0.621655536068656,1.57245480782721
"Sertraline","Electroconvulsive therapy","Hyponatremia","CCAE",-1.01343965022741,0.627665064789646,0.362968345780058,0.116782188543984,1.36746290270364
"Nortriptyline","vilazodone","Hyponatremia","CCAE",0.066217635077501,0.351340713056386,1.0684592260705,0.554639291555212,2.1985388621138
"venlafaxine","Escitalopram","Hyponatremia","CCAE",-0.0181464435220045,0.0892928824564735,0.9820172117686,0.826638717311203,1.17308159547749
"Fluoxetine","Bupropion","Hyponatremia","CCAE",0.457553313303932,0.122775188208943,1.58020298973718,1.2453981572562,2.01521356622707
"Fluoxetine","Psychotherapy","Hyponatremia","CCAE",0.634643170731564,0.268337760721795,1.88634891684874,1.13436893197092,3.24768093327102
"venlafaxine","Citalopram","Hyponatremia","CCAE",0.0766010936627359,0.0913122311804463,1.07961132668392,0.905268009122834,1.29487366249915
"Nortriptyline","duloxetine","Hyponatremia","CCAE",-0.167872431016179,0.28313242800204,0.84546168249319,0.479417548380956,1.45451915844664
"Paroxetine","vilazodone","Hyponatremia","CCAE",-0.114228734517713,0.503683182719575,0.89205388902865,0.324914030339379,2.34013154083227
"Trazodone","Electroconvulsive therapy","Hyponatremia","CCAE",-0.469713073504997,0.586988341819293,0.625181623722591,0.209387793109195,2.09046126329888
"Amitriptyline","Trazodone","Hyponatremia","CCAE",0.00428561100569749,0.182369554357504,1.0042948073692,0.704925468073991,1.4408198848378
"venlafaxine","Amitriptyline","Hyponatremia","CCAE",-0.219911447555037,0.202134408061194,0.80258986611075,0.544142398419184,1.20178507635054
"Citalopram","Escitalopram","Hyponatremia","CCAE",-0.133619228702493,0.111054394921465,0.874923146807067,0.707810364413237,1.09389657452157
"Doxepin","vilazodone","Hyponatremia","CCAE",0.0584403365660635,0.350263882970897,1.06018172972499,0.546006829713286,2.15520403035533
"Escitalopram","Desvenlafaxine","Hyponatremia","CCAE",0.117517069813649,0.126789962663131,1.12470082821343,0.874834964347241,1.43804923645926
"Bupropion","venlafaxine","Hyponatremia","CCAE",-0.198265568292273,0.103197958467415,0.820152017843254,0.671968295846512,1.00700889350094
"Sertraline","Amitriptyline","Hyponatremia","CCAE",-0.417027869077188,0.39848052737169,0.659002553895158,0.305722795402242,1.4578146209779
"Trazodone","Psychotherapy","Hyponatremia","CCAE",0.887795259074443,0.385618723512282,2.4297667353811,1.13588079348933,5.15004781542424
"Nortriptyline","Mirtazapine","Hyponatremia","CCAE",-0.316713228132355,0.233049580132576,0.728539649847746,0.467512331921249,1.16556740944632
"Psychotherapy","Amitriptyline","Hyponatremia","CCAE",-0.923499266682613,0.437681341002815,0.397126953744578,0.162210612725471,0.901964263010745
"Psychotherapy","Escitalopram","Hyponatremia","CCAE",-0.488155447695247,0.160394669947358,0.613757458444663,0.44893070615544,0.841851892709313
"Trazodone","Doxepin","Hyponatremia","CCAE",0.420872166806766,0.383248466237342,1.52328953899595,0.758649400594453,3.40788154624108
"Trazodone","Desvenlafaxine","Hyponatremia","CCAE",0.171624997959566,0.200540436893316,1.18723253510214,0.80487822803954,1.76656994978664
"Doxepin","Psychotherapy","Hyponatremia","CCAE",0.00735562481322929,0.324208380314923,1.00738274387319,0.576549461733891,2.05480170924888
"Sertraline","venlafaxine","Hyponatremia","CCAE",-0.0837535059317127,0.113675382431412,0.919657918380257,0.738468764725178,1.15306410423696
"Desvenlafaxine","venlafaxine","Hyponatremia","CCAE",-0.0321026201990835,0.132425825776196,0.968407198840382,0.74992382190007,1.26025748073726
"Sertraline","Doxepin","Hyponatremia","CCAE",0.105115263151762,0.265661466645627,1.11083864173986,0.700128904865733,1.98353975242549
"Mirtazapine","Nortriptyline","Hyponatremia","CCAE",0.324334999214465,0.239649024212665,1.38311057047334,0.873642006662078,2.23518125268504
"venlafaxine","Electroconvulsive therapy","Hyponatremia","CCAE",-0.623657197848762,0.758683140744892,0.535980661502407,0.130024544741969,2.54454339780494
"Paroxetine","venlafaxine","Hyponatremia","CCAE",-0.151827716297942,0.245447517171205,0.859136283170992,0.528996460074084,1.38453320762265
"Sertraline","Bupropion","Hyponatremia","CCAE",0.160021932571166,0.138852131389825,1.17353660938476,0.898439454695563,1.54835703835271
"Amitriptyline","Psychotherapy","Hyponatremia","CCAE",0.932185064877557,0.495508511973879,2.54005329953088,1.04938137088129,7.31962059213717
"Citalopram","Sertraline","Hyponatremia","CCAE",-0.0165077565005896,0.0836344503699616,0.983627749851862,0.83438605792174,1.15810139601422
"Psychotherapy","Desvenlafaxine","Hyponatremia","CCAE",-0.331268143527661,0.183749277061565,0.718012612790469,0.502267390425373,1.03216782979071
"Doxepin","venlafaxine","Hyponatremia","CCAE",-0.2638391820478,0.240549143883578,0.768097053520055,0.514216654149349,1.32025476377956
"Sertraline","vilazodone","Hyponatremia","CCAE",0.335244074166894,0.201522940038708,1.39828162799994,0.942568403773035,2.07675924568231
"Citalopram","Bupropion","Hyponatremia","CCAE",0.188434380773408,0.102796717683084,1.20735785449855,0.99050083513365,1.48202761317955
"Paroxetine","Psychotherapy","Hyponatremia","CCAE",0.09921383899587,0.402086188932339,1.10430241723244,0.513349273837479,2.48270844254105
"Trazodone","Paroxetine","Hyponatremia","CCAE",0.0613067942292561,0.247085278099291,1.06322505546692,0.655097330898334,1.72561763344705
"Bupropion","Psychotherapy","Hyponatremia","CCAE",0.154456158737355,0.168561475641755,1.16702311316912,0.853931783816772,1.65341835651638
"Desvenlafaxine","Trazodone","Hyponatremia","CCAE",-0.173371189469996,0.202247639833594,0.840825451358659,0.564598126071005,1.2475169027591
"Doxepin","Electroconvulsive therapy","Hyponatremia","CCAE",-0.685080995952474,0.479472647388899,0.504049401960006,0.196943857015926,1.29002508030348
"Bupropion","duloxetine","Hyponatremia","CCAE",-0.251617697740513,0.283736625266061,0.777541937294832,0.449569135183849,1.36719541736155
"duloxetine","Amitriptyline","Hyponatremia","CCAE",-0.312747271534796,0.183835600673383,0.731434743592013,0.515818940435679,1.06037524170281
"Nortriptyline","Electroconvulsive therapy","Hyponatremia","CCAE",-1.08565500420288,2.23096031841589,0.337680531274053,0.00018330758742181,1.15126200871324
"venlafaxine","Bupropion","Hyponatremia","CCAE",0.194073931665831,0.10283677125729,1.21418604643505,0.993299707339979,1.4864487642759
"Sertraline","Nortriptyline","Hyponatremia","CCAE",-0.0165854275496537,0.218610657085857,0.983551353419576,0.65267187193615,1.53765304905566
"Mirtazapine","Citalopram","Hyponatremia","CCAE",0.240576048335259,0.159973469136827,1.27198166223903,0.954283136846996,1.78655576661017
"Psychotherapy","Trazodone","Hyponatremia","CCAE",-0.901517570449093,0.390012051012333,0.405953129571785,0.17893886763748,0.825396084025867
"Mirtazapine","Psychotherapy","Hyponatremia","CCAE",0.263429173315168,0.221711015063516,1.30138511888376,0.859862927017486,2.05055178300399
"vilazodone","Escitalopram","Hyponatremia","CCAE",-0.391093522568825,0.215303859254905,0.676316902187472,0.447280307167884,1.04019253333562
"Desvenlafaxine","Bupropion","Hyponatremia","CCAE",0.134215008931175,0.157722008001158,1.14363868574347,0.849210643845223,1.57587534932403
"Citalopram","Doxepin","Hyponatremia","CCAE",0.365321459295797,0.330987405670723,1.44097714920437,0.805676388996126,2.94872734654153
"Amitriptyline","vilazodone","Hyponatremia","CCAE",0.698432570416887,0.305844709645649,2.01059876434132,1.11967825982091,3.71333579053867
"Doxepin","Citalopram","Hyponatremia","CCAE",-0.33072851483713,0.267073971170308,0.718400177557623,0.459193317602018,1.30816676758399
"Doxepin","duloxetine","Hyponatremia","CCAE",-0.0945488906225127,0.277329663557509,0.909783253669064,0.574068089856647,1.70251239346023
"Psychotherapy","Mirtazapine","Hyponatremia","CCAE",-0.259729893651612,0.216575006815083,0.771259879861334,0.504002781352856,1.17796094879288
"Sertraline","Mirtazapine","Hyponatremia","CCAE",-0.234558597207599,0.158433096229982,0.790919886836684,0.59348205702575,1.10439539046601
"duloxetine","Citalopram","Hyponatremia","CCAE",-0.0179230407472079,0.112386238830203,0.982236621646083,0.794024069708365,1.23356019656809
"Nortriptyline","Paroxetine","Hyponatremia","CCAE",-0.206293545170085,0.32812708687384,0.813594214574188,0.437024080057081,1.58164835037132
"Citalopram","Electroconvulsive therapy","Hyponatremia","CCAE",-0.518843077648296,0.650181925170629,0.595208760107928,0.186926291552436,2.39079371901183
"Mirtazapine","Desvenlafaxine","Hyponatremia","CCAE",0.331445892426685,0.26630245307405,1.39298077342991,0.849362711275653,2.41238882893135
"Fluoxetine","venlafaxine","Hyponatremia","CCAE",0.241417337934185,0.0945915890725385,1.27305221744183,1.06112901392629,1.53745071426519
"duloxetine","Doxepin","Hyponatremia","CCAE",0.103668044097068,0.292694453292092,1.10923217762397,0.676599533235868,2.13115793050038
"Doxepin","Fluoxetine","Hyponatremia","CCAE",-0.375045911289976,0.228152563696307,0.687257725177936,0.468056839203255,1.14473832812591
"Desvenlafaxine","Psychotherapy","Hyponatremia","CCAE",0.326177390024207,0.192746729933407,1.38566114953748,0.951644455280008,2.02585029729019
"duloxetine","venlafaxine","Hyponatremia","CCAE",-0.160197929530762,0.14480889557557,0.851975141236653,0.609968481661471,1.07604517749873
"Trazodone","Amitriptyline","Hyponatremia","CCAE",-0.00134279001332826,0.180564994962817,0.99865811112579,0.707586965629576,1.43606543421588
"Escitalopram","venlafaxine","Hyponatremia","CCAE",0.0183552449850758,0.0926629156726476,1.01852473793433,0.853242270473803,1.22693624545224
"Electroconvulsive therapy","Amitriptyline","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"Bupropion","Escitalopram","Hyponatremia","CCAE",-0.236931412979337,0.0985619103836037,0.789045404435205,0.652743549773056,0.960582542098133
"Citalopram","Mirtazapine","Hyponatremia","CCAE",-0.249467164264891,0.160312295259136,0.779215866534987,0.581460339655711,1.09002446082029
"Mirtazapine","vilazodone","Hyponatremia","CCAE",0.25700933719659,0.262800692643687,1.29305720023227,0.779255326661677,2.18309427071633
"Amitriptyline","venlafaxine","Hyponatremia","CCAE",0.20916493120607,0.204528030099701,1.23264828393387,0.834745407400029,1.86098635156555
"Mirtazapine","Fluoxetine","Hyponatremia","CCAE",-0.0777918407705814,0.124777928389132,0.925156986466676,0.731108026530569,1.19235034658318
"Nortriptyline","Fluoxetine","Hyponatremia","CCAE",-0.0405603318721876,0.408061374940595,0.960251229009335,0.432608262486404,2.14180414160144
"Psychotherapy","vilazodone","Hyponatremia","CCAE",-0.136647909704378,0.302076809025706,0.872277292441164,0.454620610147119,1.48561273126896
"Sertraline","Psychotherapy","Hyponatremia","CCAE",0.306548750734571,0.169871498459378,1.35872770483637,0.980734515922905,1.90871560157454
"Electroconvulsive therapy","venlafaxine","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"Sertraline","Paroxetine","Hyponatremia","CCAE",-0.00343005423943013,0.234969872960062,0.996575821676456,0.628787106451021,1.57949066922933
"Bupropion","Doxepin","Hyponatremia","CCAE",0.191775814062627,0.326856064489245,1.21139890792087,0.68334358504207,2.46082026623788
"venlafaxine","Mirtazapine","Hyponatremia","CCAE",-0.148741185356462,0.17820793232336,0.861792130460916,0.617323653314137,1.24135115222504
"Trazodone","vilazodone","Hyponatremia","CCAE",0.577046595322396,0.24477103406607,1.78077131828019,1.1109071959731,2.89985807937204
"Citalopram","vilazodone","Hyponatremia","CCAE",0.214956976894588,0.231518024036053,1.23980855540444,0.794003198185494,1.96770165282489
"duloxetine","Trazodone","Hyponatremia","CCAE",-0.122377704509868,0.271189571454592,0.884814107101934,0.428237838173901,1.239821037982
"Electroconvulsive therapy","duloxetine","Hyponatremia","CCAE",NA,NA,NA,NA,NA
"Desvenlafaxine","Fluoxetine","Hyponatremia","CCAE",-0.286367253507096,0.128181244103978,0.750986762773553,0.584603068925557,0.966222700202121
"Citalopram","Amitriptyline","Decreased libido","CCAE",0.317913859072472,0.381452626424682,1.37425787628061,0.657970981725384,2.93489703194076
"Bupropion","Electroconvulsive therapy","Decreased libido","CCAE",NA,NA,NA,NA,NA
"Trazodone","duloxetine","Decreased libido","CCAE",-0.234397607726571,0.154928449608822,0.791047226868729,0.588655551731517,1.0804680151398
"Paroxetine","Nortriptyline","Decreased libido","CCAE",0.53003115835292,0.453249925075038,1.69898524537572,0.725059422555762,4.28536355865746
"Amitriptyline","Nortriptyline","Decreased libido","CCAE",0.0824161377144819,0.279267912694362,1.08590760292698,0.630706322377772,1.88474995240416
"Mirtazapine","Amitriptyline","Decreased libido","CCAE",0.0356286771651292,0.243071133359526,1.03627098396176,0.650643273350447,1.68712783963389
"Paroxetine","Citalopram","Decreased libido","CCAE",0.208035303385598,0.252172823094366,1.2312566363094,0.750956022456465,2.01796810128001
"Desvenlafaxine","Mirtazapine","Decreased libido","CCAE",0.0111846863279111,0.286662343105176,1.01124746878106,0.573358661751199,1.76376709238937
"duloxetine","Desvenlafaxine","Decreased libido","CCAE",0.00208508300757363,0.11950672788391,1.00208725830478,0.792521470711017,1.26607565865556
"Amitriptyline","Bupropion","Decreased libido","CCAE",-0.46304111532742,0.213136381687,0.629366755355979,0.420627485757123,0.969932880614086
"vilazodone","Amitriptyline","Decreased libido","CCAE",0.240461006232551,0.318897254079041,1.27183533921081,0.698658277298712,2.4386893310138
"Fluoxetine","Mirtazapine","Decreased libido","CCAE",-0.0211434164300889,0.178357479795119,0.979078538551226,0.70363599790857,1.41574283995691
"Paroxetine","Trazodone","Decreased libido","CCAE",0.197835388085118,0.266901462337466,1.21876175460208,0.726056098202982,2.06701701068398
"Citalopram","Trazodone","Decreased libido","CCAE",0.186087178072984,0.191969245839236,1.2045272641663,0.757627105103877,1.60792038193739
"duloxetine","Mirtazapine","Decreased libido","CCAE",0.076796436002991,0.217860896376617,1.07982224108663,0.711946312321488,1.67237746643364
"Escitalopram","Paroxetine","Decreased libido","CCAE",-0.0754355558290727,0.228653658532059,0.927339490233012,0.592390939302719,1.45167400932119
"Fluoxetine","Sertraline","Decreased libido","CCAE",-0.0580990471756559,0.101909706996683,0.943556486203309,0.774205729193761,1.15437730654359
"Bupropion","Sertraline","Decreased libido","CCAE",0.356398466520199,0.141496370190302,1.42817651542547,1.08504591653934,1.88943507924244
"Sertraline","Citalopram","Decreased libido","CCAE",-0.0445457710775482,0.096353348167835,0.956431822176645,0.791423893614605,1.15462616566163
"vilazodone","Psychotherapy","Decreased libido","CCAE",0.0646836526846935,0.243066236036791,1.0668214848845,0.6741210846397,1.74797260266042
"duloxetine","Sertraline","Decreased libido","CCAE",0.221475074442697,0.128067240894381,1.24791614282778,0.979339541268031,1.61791371253491
"Mirtazapine","venlafaxine","Decreased libido","CCAE",-0.115536429912679,0.196808710196797,0.890888116669608,0.616436386280827,1.33332499767295
"Doxepin","Escitalopram","Decreased libido","CCAE",-0.500406185605166,0.327189211667844,0.606284345717552,0.343223592276266,1.23761355186114
"Citalopram","duloxetine","Decreased libido","CCAE",-0.130372995421751,0.124432258168422,0.877767966420143,0.693199620775583,1.12899541139017
"Psychotherapy","Sertraline","Decreased libido","CCAE",-0.156241771758223,0.1602104511056,0.855352365324534,0.62896827883072,1.17861376629456
"Electroconvulsive therapy","Sertraline","Decreased libido","CCAE",NA,NA,NA,NA,NA
"Bupropion","Amitriptyline","Decreased libido","CCAE",0.472722927926108,0.237882461516955,1.60435679892265,1.02281922102581,2.59878719065956
"Nortriptyline","Escitalopram","Decreased libido","CCAE",-0.264371903808525,0.28222858011313,0.767687980476026,0.442655966059692,1.33823729150827
"Desvenlafaxine","vilazodone","Decreased libido","CCAE",0.12137882984959,0.191393238434622,1.12905255016901,0.774696352185459,1.64043849056976
"Psychotherapy","duloxetine","Decreased libido","CCAE",-0.220991677785567,0.165098793583899,0.801723352376086,0.585049221329198,1.11752462422715
"Mirtazapine","Paroxetine","Decreased libido","CCAE",-0.422828055513472,0.308618009543694,0.655191279955236,0.359939552054104,1.20676254932672
"Citalopram","Fluoxetine","Decreased libido","CCAE",0.0832703747824387,0.104839198590026,1.08683562177139,0.885498405487285,1.33556908825475
"vilazodone","Bupropion","Decreased libido","CCAE",-0.222453907962881,0.170059736192045,0.800551904967985,0.578908658873272,1.12750964396512
"Nortriptyline","Citalopram","Decreased libido","CCAE",-0.342150512556965,0.27198899997851,0.710241296430272,0.424761082672547,1.23361497343567
"Amitriptyline","Escitalopram","Decreased libido","CCAE",-0.240939402631262,0.364159601839596,0.785889247766,0.397220002767531,1.65568433662961
"Paroxetine","Escitalopram","Decreased libido","CCAE",0.0794240989379271,0.230673415840818,1.08266338111027,0.687820727420013,1.69892573183327
"Paroxetine","Bupropion","Decreased libido","CCAE",-0.228032843138873,0.284203153778301,0.796098113045201,0.453817353901609,1.38264098197607
"Mirtazapine","Escitalopram","Decreased libido","CCAE",-0.114967791103936,0.206713889956859,0.891394854288677,0.605166528362008,1.36077168395725
"venlafaxine","Fluoxetine","Decreased libido","CCAE",0.0360846153545924,0.108975525101858,1.03674356720417,0.839726728691101,1.28723620820357
"Desvenlafaxine","Sertraline","Decreased libido","CCAE",0.18112516905473,0.132319322044209,1.19856519317672,0.930761003978705,1.56350401791339
"vilazodone","Doxepin","Decreased libido","CCAE",0.023716481316933,0.346740497801783,1.02399995361241,0.525496199986476,2.04579293050444
"Electroconvulsive therapy","Amitriptyline","Decreased libido","CCAE",NA,NA,NA,NA,NA
"Amitriptyline","Paroxetine","Decreased libido","CCAE",-0.0521078359320211,0.371962700897679,0.949226500599218,0.45809297855522,1.96872059809159
"Nortriptyline","Sertraline","Decreased libido","CCAE",-0.220362912242791,0.257173022499597,0.802227606907223,0.492091300071319,1.34852137353887
"Amitriptyline","duloxetine","Decreased libido","CCAE",-0.0838977608656002,0.212635549016657,0.919525262756386,0.615111295141329,1.41561487305561
"Paroxetine","Electroconvulsive therapy","Decreased libido","CCAE",NA,NA,NA,NA,NA
"Nortriptyline","Amitriptyline","Decreased libido","CCAE",-0.0920989809226262,0.277301274406838,0.912014873003758,0.528882014392006,1.56832961617447
"Nortriptyline","Bupropion","Decreased libido","CCAE",-0.731587704236818,0.27189169285766,0.48114446822278,0.286970266621042,0.833117310482907
"Escitalopram","Trazodone","Decreased libido","CCAE",0.220908953440655,0.159599616445101,1.24720987122699,0.913689444093199,1.70805356888294
"Electroconvulsive therapy","Doxepin","Decreased libido","CCAE",NA,NA,NA,NA,NA
"venlafaxine","Psychotherapy","Decreased libido","CCAE",0.127611535039415,0.278252929319405,1.13611157742434,0.665242463605248,1.98006117810821
"Trazodone","Bupropion","Decreased libido","CCAE",-0.41627274436965,0.1479161172883,0.659500370939254,0.496954660391876,0.887420837861626
"Psychotherapy","venlafaxine","Decreased libido","CCAE",-0.14083736586558,0.259666165034727,0.868630569191463,0.516177071085227,1.42841759064902
"Psychotherapy","Citalopram","Decreased libido","CCAE",-0.129167917037676,0.298848468057198,0.878826383232233,0.476663398677594,1.53805674867872
"Doxepin","Trazodone","Decreased libido","CCAE",-0.17515112901498,0.393773292494803,0.839330164042648,0.413739034147112,1.93681154311333
"Trazodone","Citalopram","Decreased libido","CCAE",-0.178794065531606,0.145846672293688,0.836278100151375,0.631744918320148,1.11900385387704
"Amitriptyline","Desvenlafaxine","Decreased libido","CCAE",0.107338411325625,0.272558599969859,1.11331094777076,0.660882284171344,1.92366176074182
"Bupropion","Trazodone","Decreased libido","CCAE",0.436376747206952,0.161151462804751,1.54709154738665,1.13538932451569,2.13545072244962
"Paroxetine","Fluoxetine","Decreased libido","CCAE",0.339886535444974,0.259939677279512,1.40478818785385,0.844170955423088,2.33858152615944
